sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,cost_overrun_pct,overrun_flag,overrun_ratio
ROAD TRANSPORT AND HIGHWAYS,6L KANTAKAPALLE – SABBAVARAM SECTION OF NH- 130CD ROAD FROM KM 445.100 TO KM 464.662 (PKG-4) - [N24001836,824.29,,924.0,345.76,12.1,1,0.12096470902231016
ROAD TRANSPORT AND HIGHWAYS,6L JAKKUVA – KORLAM SECTION OF NH-130CD ROAD FROM KM 396.800 TO KM 421.100 (PKG 2) - [N24001837,663.6,,768.0,305.44,15.73,1,0.15732368896925855
ROAD TRANSPORT AND HIGHWAYS,6L ALURU - JAKKUVA SECTION OF NH-130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1) - [N24001838,922.5,,1128.68,329.01,22.35,1,0.2235013550135502
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING WITH PAVED SHOULDER OF SECTION FROM KM 53.600 (GOLA ON NH-320) TO KM 81.446 (ORMANJHI ON - [N24001854,1214.93,,1324.95,565.44,9.06,1,0.09055665758521066
ROAD TRANSPORT AND HIGHWAYS,4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA – - [N24001983,972.63,,1055.23,179.9,8.49,1,0.08492438028849617
ROAD TRANSPORT AND HIGHWAYS,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-II) FROM KM.96.000 TO KM 127.000 (BAIREDDYPALLE TO BANGAR - [N24001985,1942.94,2171.0,2171.0,744.6,11.74,1,0.11737881766807001
ROAD TRANSPORT AND HIGHWAYS,6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O - [N24001988,591.99,703.0,703.0,128.44,18.75,1,0.18752005946046385
ROAD TRANSPORT AND HIGHWAYS,4L POANTA SAHEB–MEDNIPUR FROM KM. 435.65 TO KM. 458.65 OF NH-07(PKG-1) - [N24001990,524.54,,683.26,74.74,30.26,1,0.30258893506691587
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORKS OF 4-LANNING OF RAMPUR- KATHGODAM SECTION OF NH-87 (NEW NH NO. 09) FROM KM. 0.000 (KM 1 - [N24001992,199.31,,199.38,86.84,0.04,1,0.0003512116802969905
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 6-LANE GREENFIELD KARNAL RING ROAD STARTING FROM NH-44 NEAR VILLAGE SHAMGARH (DESIGN - [N24002038,1691.45,1998.0,1998.0,590.37,18.12,1,0.181235035029117
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 6-LANE GREENFIELD AMBALA RING ROAD STARTING FROM JUNCTION WITH SHAMLI- AMBALA SECTION - [N24002039,1088.64,1178.0,1178.0,257.03,8.21,1,0.0820840681951792
ROAD TRANSPORT AND HIGHWAYS,6L ACCESS CONTROLLED HIGHWAY FROM JN WITH JAITPUR PUSHTA ROAD TO JN WITH SECTOR 62/65 DIVIDING ROAD - [N24002047,1328.07,2346.0,2346.0,1014.69,76.65,1,0.7664731527705618
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF GREENFIELD CONNECTIVITY TO JEWAR INTERNATIONAL AIRPORT FROM DND FARIDABAD BALLABHGAR - [N24002048,2414.67,2898.0,2898.0,933.49,20.02,1,0.2001639975648846
ROAD TRANSPORT AND HIGHWAYS,PKG NAME: 4L OF KATHLIGHAT TO SHAKRAL VILLAGE FROM KM 128.835 TO KM 146.300 OF NH- 5 (SHIMLA BYPASS - [N24002049,1703.48,2278.0,2278.0,651.98,33.73,1,0.3372625449080705
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION TO 4L CONFIGURATION and STRENGTHENING OF SIHUNI TO RAJOL FROM KM 51.0 - [N24002050,696.65,698.0,698.46,269.44,0.26,1,0.0025981482810594403
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF KHAJURI TO WYNDHAMGANJ FROM KM 219.600 TO KM 260.483 ON NH-75 PKG SEC-V ON HAM - [N24002053,1232.0,1343.0,1400.0,257.87,13.64,1,0.13636363636363635
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF BHOGU TO SANKHA FROM KM 147.450 TO KM 196.870 ON NH-75 PKG SEC-III - [N24002054,1390.77,1391.0,1600.0,130.88,15.04,1,0.1504418415697779
ROAD TRANSPORT AND HIGHWAYS,4/6L ACCESS CONTROL EXPRESSWAY FROM DESIGN CHAINAGE KM 515.000 TO 528.300 (KUNJWANI TO SIDHRA SECTIO - [N24002061,2474.47,,2675.93,578.62,8.14,1,0.08141541420991164
ROAD TRANSPORT AND HIGHWAYS,GARHMUKTESHWAR (KM. 83.200 OF NH-24) TO MEERUT (KM. 9.860 OF NH-235) INCLUDING CONNECTOR TO NH- 119 - [N24002073,2068.99,2171.0,2171.0,209.6,4.93,1,0.04930424989970963
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF KARIMNAGAR-WARANGAL SECTION OF NH-563 FROM DESIGN CH.48.860 KM NEAR SH-1 CH.170.400 K - [N24002083,2146.86,2413.0,2413.0,651.97,12.4,1,0.12396709613109372
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF MUGAIYUR TO MARAKKANAM SECTION OF NH-332A FROM KM 31.000 TO KM 62.000 - [N24002111,825.94,,1116.13,51.76,35.13,1,0.3513451340291063
STEEL,SCREENING PLANT-III AT KIRANDUL - [N12000127,2092.97,,2718.84,1090.01,29.9,1,0.2990343865416133
TELECOMMUNICATIONS,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING (IPMPLS) NETWORK and - [N26000115,185.27,,239.6,146.93,29.32,1,0.2932476925568089
TELECOMMUNICATIONS,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION and ANNUAL MAINTENANCE OF - [N26000117,24544.55,,24556.35,1897.24,0.05,1,0.0004807584575801664
TELECOMMUNICATIONS,NETWORK FOR SPECTRUM - [N26000101,13334.0,,34953.45,22626.69,162.14,1,1.621377681115944
URBAN DEVELOPMENT,AHMEDABAD METRO RAIL PROJECT PHASE 1 - [N28000122,10773.0,,12924.55,12210.21,19.97,1,0.19971688480460403
URBAN DEVELOPMENT,CHENNAI METRO RAIL LTD (PHASE 1) - [N28000084,14600.0,,18380.0,17619.68,25.89,1,0.2589041095890411
URBAN DEVELOPMENT,2,4.0,,5.0,6.0,9.0,1,0.25
URBAN DEVELOPMENT,DELHI MRTS PHASE-III - [N28000056,38585.0,,40180.91,40465.12,4.14,1,0.04136089153816259
URBAN DEVELOPMENT,KOCHI METRO RAIL PROJECT - [N28000081,5181.79,,6218.14,6059.17,20.0,1,0.19999845613195447
URBAN DEVELOPMENT,PUNE METRO RAIL PROJECT (PHASE 1) - [N28000121,11420.0,,13656.22,12138.13,19.58,1,0.195816112084063
URBAN DEVELOPMENT,MUMBAI METRO LINE 3 (COLABA-BANDRA-SEEPZ) - [N28000086,23136.0,,37276.0,23687.33,61.12,1,0.6111687413554634
URBAN DEVELOPMENT,PATNA METRO RAIL CORPORATION LIMITED - [N28000148,13365.77,,13925.5,2188.95,4.19,1,0.04187787160784598
WATER RESOURCES,I AND D AND STP WORKS FOR BHAGALPUR - [N30000027,254.13,,413.29,90.3,62.63,1,0.6262936292448747
WATER RESOURCES,SEWERAGE SYSTEM WITH SEWER NETWORK PATNA BEUR - [N30000037,225.77,,398.9,363.19,76.68,1,0.7668423616955307
WATER RESOURCES,SAIDPUR SEWER NETWORK PATNA - [N30000039,268.63,,431.21,479.26,60.52,1,0.605219074563526
WATER RESOURCES,INTERCEPTION AND DIVERSION WITH STP AT MAHESHTALA - [N30000032,198.43,,224.69,59.95,13.23,1,0.13233886005140347
WATER RESOURCES,INTERCEPTION DIVERSION TREATMENT WORKS AT TOLLYS NULLAH ADI GANGA - [N30000034,307.12,,653.67,,112.84,1,1.1283862985152382
WATER RESOURCES,POLAVARAM IRRIGATION PROJECT - [N30000002,10151.04,,55548.87,21095.31,447.22,1,4.472234372044637
WATER RESOURCES,FARRUKHABAD I AND D AND STP WORKS HAM - [N30000008,213.62,,261.12,177.62,22.24,1,0.22235745716693192
WATER RESOURCES,INTERCEPTION AND DIVERSION WORKS AND STP AT MUZAFFARNAGAR UTTAR PRADESH - [N30000021,231.79,,234.03,141.79,0.97,1,0.00966391992752064
WATER RESOURCES,SEWERAGE SCHEME INTERCEPTION AND DIVERSION WITH STP WORKS AT MEERUT UTTAR PRADESH - [N30000024,681.78,,690.71,13.34,1.31,1,0.013098066825075631
WATER RESOURCES,2,4.0,,5.0,6.0,9.0,1,0.25
ATOMIC ENERGY,"PROTOTYPE FAST BREEDER REACTOR (BHAVINI, 500 MWE) - [020100044]BHAVNI,TAMIL NADU",3492.0,,7670.0,6517.22,171.0,1,1.1964490263459335
ATOMIC ENERGY,"KUDANKULAM NUCLEAR POWER PROJECT UNIT-3 and 4 - [N02000028]NPCIL,TAMIL NADU",39849.0,68893.0,68893.0,43536.0,72.0,1,0.7288514140881829
ATOMIC ENERGY,"RAJASTHAN ATOMIC POWER PROJECT -7 AND 8 (2X700 MW) - [N02000027]NPCIL,RAJASTHAN",12320.0,22924.0,22924.0,18385.0,120.0,1,0.8607142857142858
CIVIL AVIATION,"UPGRADATION OF JABALPUR AIRPORT - [N04000087]AAI,MADHYA PRADESH",412.24,,412.24,398.95,36.0,1,0.0
CIVIL AVIATION,"C/O NEW GREENFIELD AIRPORT AT HISSAR, RAJKOT, GUJARAT - [N04000088]AAI,GUJARAT",1405.0,,1405.0,,22.0,1,0.0
CIVIL AVIATION,"DEVELOPMENT OF AYODHYA AIRPORT PHASE-01 - [N04000094]AAI,UTTAR PRADESH",242.14,328.0,358.0,335.02,18.0,1,0.47848352192946236
CIVIL AVIATION,"DEVELOPMENT OF GWALIOR AIRPORT PHASE 01 - [N04000098]AAI,MADHYA PRADESH",446.12,,446.12,422.59,10.0,1,0.0
CIVIL AVIATION,"CONSTRUCTION OF DOMESTIC PASSENGER TERMINAL BUILDING AT DEHRADUN AIRPORT, DEHRADUN - [N04000085]AAI,UTTARAKHAND",456.86,,500.0,484.85,46.0,1,0.09442717681565466
CIVIL AVIATION,"DEVELOPMENT OF TUTICORIN AIRPORT - [N04000090]AAI,TAMIL NADU",380.87,452.93,452.93,271.73,28.0,1,0.18919841415706146
CIVIL AVIATION,2,4.0,,5.0,6.0,9.0,1,0.25
CIVIL AVIATION,"CONSTRUCTION OF NEW GREEN FIELD AIRPORT AT HOLLONGI ITANAGAR ARUNACHAL PRADESH - [N04000092]AAI,ARUNACHAL PRADESH",645.63,,712.15,657.33,24.0,1,0.10303114787107163
CIVIL AVIATION,"CONSTRUCTION OF TERMINAL BUILDING AND ASSOCIATED WORKS AT LEH AIRPORT - [N04000078]AAI,LADAKH",480.33,,640.0,339.0,37.0,1,0.3324172964420295
CIVIL AVIATION,"EXTENSION OF TERMINAL BUILDING, PTT, APRON AND CAR PARK AT SURAT AIRPORT. - [N04000093]AAI,GUJARAT",353.25,,353.25,325.13,44.0,1,0.0
CIVIL AVIATION,"CCS INTERNATIONAL AIRPORT , LUCKNOW - [N04000077]AAI,UTTAR PRADESH",1383.0,1938.0,3291.81,2092.82,39.0,1,1.3801952277657266
CIVIL AVIATION,"CONSTRUCTION OF NEW DORNESTIC TERMINAL BUILDING AND OTHER STRUCTURES, PHASE I AND II - [N04000082]AAI,BIHAR",1216.9,,1216.9,715.47,26.0,1,0.0
CIVIL AVIATION,"C/O OF NITB AND ASSOCIATED WORK AT VIJAYAWADA AIRPORT - [N04000091]AAI,ANDHRA PRADESH",611.8,,611.8,280.52,21.0,1,0.0
CIVIL AVIATION,"EXTENSION OF EXISTING INTEGRATED TERMINAL BUILDING AND ALLIED WORKS AT GOA AIRPORT. - [N04000095]AAI,GOA",255.69,,255.69,60.75,39.0,1,0.0
CIVIL AVIATION,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AT LGBI AIRPORT GUWAHATI - [N04000083]AAI,ASSAM",1142.0,,2333.0,1091.52,48.0,1,1.042907180385289
CIVIL AVIATION,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING, CONTROL TOWER CUM TECHNICAL BLOCK, APRON, LINK TAX - [N04000100]AAI,MANIPUR",499.0,,499.0,95.59,8.0,1,0.0
CIVIL AVIATION,"MODERNIZATION OF CHENNAI AIRPORT PHASE II, CHENNAI - [N04000074]AAI,TAMIL NADU",2467.0,,2467.0,1477.64,46.0,1,0.0
CIVIL AVIATION,2,4.0,,5.0,6.0,9.0,1,0.25
COAL,"PATHERDIH 2.5 NLW COAL WASHERY - [N06000194]BCCL,JHARKHAND",243.0,,334.27,111.51,77.0,1,0.37559670781892995
COAL,"2.0 MTPA BHOJUDIH NLW WASHERY - [N06000195]BCCL,WEST BENGAL",304.13,341.22,341.22,281.17,90.0,1,0.1219544273830271
COAL,"MURAIDIH UG TURN-KEY PROJECT - [N06000096]BCCL,JHARKHAND",339.88,,339.88,151.19,141.0,1,0.0
COAL,"MOONIDIH XV SEAM UG - [N06000098]BCCL,JHARKHAND",1230.27,,1230.27,588.09,83.0,1,0.0
COAL,"CHURI BENTI UG (0.81 MTY) - [N06000083]CCL,JHARKHAND",163.51,,163.51,133.35,161.0,1,0.0
COAL,"KARMA OCP (1.0MTY) - [N06000088]CCL,JHARKHAND",162.46,,162.46,95.92,125.0,1,0.0
COAL,"RAJRAPPA RCE OCP ( 3.0 MTY) - [N06000087]CCL,JHARKHAND",510.85,,510.85,488.31,108.0,1,0.0
COAL,"TETARIAKHAR EXPANSION OCP - [N06000186]CCL,JHARKHAND",243.52,,243.52,44.35,24.0,1,0.0
COAL,2,4.0,,5.0,6.0,9.0,1,0.25
COAL,"RANIGANJ MASTER PLAN - [N06000163]ECL,WEST BENGAL",2661.73,,5146.48,741.28,60.0,1,0.9335094092939552
COAL,"CHITRA EAST (RCE) OCP - [N06000169]ECL,JHARKHAND",513.98,,513.98,179.76,24.0,1,0.0
COAL,"SHYAMSUNDARPUR UG INCLUDING SAPI UNIT - [N06000191]ECL,WEST BENGAL",483.65,,483.65,26.51,12.0,1,0.0
COAL,"MOHANPUR EXPANSION OC PHASE II - [N06000236]ECL,WEST BENGAL",888.99,,888.99,88.32,12.0,1,0.0
COAL,2,4.0,,5.0,6.0,9.0,1,0.25
COAL,"BONJEMEHARI EXPANSION OCP - [N06000244]ECL,WEST BENGAL",570.12,,570.11,45.33,12.0,1,-1.754016698237372e-05
COAL,"PARASEA- BELBAID REORGANISATION UG MINE - [N06000185]ECL,WEST BENGAL",826.42,389.1,389.1,4.47,12.0,1,-0.5291740277340818
COAL,"HURA - C OC (3 MTY) - [N06000143]ECL,JHARKHAND",359.69,859.41,859.41,316.19,84.0,1,1.3893074592009786
COAL,"TILABONI UG MINE - [N06000172]ECL,WEST BENGAL",916.62,749.08,749.07,11.69,24.0,1,-0.18279112391176272
COAL,"GARJANBAHAL OCP - [N06000117]MCL,ODISHA",1375.38,,1375.38,816.64,60.0,1,0.0
COAL,"KULDA EXPANSION OCP- 15 MTY - [N06000248]MCL,ODISHA",348.16,,348.16,194.16,96.0,1,0.0
COAL,"BASUNDHARA (WEST) OC EXTN(7.00 MTY) - [N06000112]MCL,ODISHA",479.15,,479.15,264.66,96.0,1,0.0
COAL,"NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW - [N06000152]NLC,UTTAR PRADESH",17237.0,19406.12,19406.12,17105.55,40.0,1,0.12584092359459298
COAL,"DUDHICHUA EXPANSION OCP (10 TO 20 MTPA) - [N06000162]NCL,MADHYA PRADESH",1255.17,,1255.17,1219.77,28.0,1,0.0
COAL,"BLOCK-B EXPANSION OPENCAST PROJECT - [N06000184]NCL,MADHYA PRADESH",998.71,,998.71,339.07,24.0,1,0.0
COAL,"BINA KAKRI AMALGAMATION OCP 14 MTPA - [N06000192]NCL,MULTI STATE",836.42,,836.42,611.73,12.0,1,0.0
COAL,"KHADIA EXPANSION OCP - [N06000208]NCL,UTTAR PRADESH",491.67,,491.67,21.32,12.0,1,0.0
COAL,"KAKATIYAKHANI OPENCAST III PROJECT PHASE-1 - [N06000161]SCCL,TELANGANA",413.84,,413.84,377.38,36.0,1,0.0
COAL,"GODAVARIKHANI COAL MINE - [N06000202]SCCL,TELANGANA",438.98,,438.98,144.22,24.0,1,0.0
COAL,2,4.0,,5.0,6.0,9.0,1,0.25
COAL,"RCE OF RAMAGUNDAM OPENCAST II EXTENSION PROJECT - [N06000210]SCCL,TELANGANA",489.62,,489.62,400.35,24.0,1,0.0
COAL,"RCE OF INDARAM OPENCAST PROJECT - [N06000211]SCCL,TELANGANA",349.28,,424.81,335.24,48.0,1,0.21624484654145681
COAL,"RCE OF KALYANIKHANI OPENCAST PROJECT - [N06000213]SCCL,TELANGANA",384.32,,384.32,206.24,60.0,1,0.0
COAL,"RCE OF KAKATHIYAKHANI OC - 2 PROJECT - [N06000214]SCCL,TELANGANA",442.42,,442.42,173.89,,1,0.0
COAL,"NAINI COAL MINE - [N06000203]SCCL,ODISHA",494.3,,494.3,491.33,24.0,1,0.0
COAL,"VENKATESH KHANI COAL MINE - [N06000204]SCCL,TELANGANA",484.51,,484.51,135.52,36.0,1,0.0
COAL,"GEVRA EXPANSION OCP (SECL) (35-70) MTY - [060100093]SECL,CHHATTISGAR H",11816.4,,11816.4,6068.83,24.0,1,0.0
COAL,"KUSMUNDA EXPN.OCP(SECL)(15-50)MTY - [N06000008]SECL,CHHATTISGAR H",7612.33,,7612.33,4417.81,24.0,1,0.0
COAL,"CHHAL OC SEAM -III (6.00 MTY) - [N06000104]SECL,CHHATTISGAR H",610.63,,610.63,535.12,36.0,1,0.0
COAL,"BATURA HIGHWALL PROJECT - [N06000134]SECL,MADHYA PRADESH",231.92,,231.92,2.75,36.0,1,0.0
COAL,"JAMPALI OCP RCE - [N06000198]SECL,CHHATTISGAR H",278.64,,278.64,204.23,12.0,1,0.0
COAL,"JAGANNATHPUR OC RCE (3.0 MTY) - [N06000232]SECL,CHHATTISGAR H",459.49,,459.49,249.31,60.0,1,0.0
COAL,"KARTALI (EAST) OCP (2.50 MTY) - [N06000076]SECL,CHHATTISGAR H",178.44,,178.44,9.02,144.0,1,0.0
COAL,"AMERA OC RCE - [N06000123]SECL,CHHATTISGAR H",335.97,,335.97,90.39,96.0,1,0.0
COAL,"RAJNAGAR OCP RPR (1.70 MTY) - [N06000124]SECL,MADHYA PRADESH",357.8,,357.8,88.19,60.0,1,0.0
COAL,2,4.0,,5.0,6.0,9.0,1,0.25
COAL,"KANCHAN OC EXPANSION - [N06000125]SECL,MADHYA PRADESH",371.04,,371.04,126.82,60.0,1,0.0
COAL,"AMGAON OPENCAST PROJECT RCE - [N06000135]SECL,CHHATTISGAR H",316.1,,316.1,191.16,72.0,1,0.0
COAL,"AMRITDHARA OC PROJECT - [N06000122]SECL,MADHYA PRADESH",481.6,,481.6,3.4,48.0,1,0.0
COAL,"AMADAND OPENCAST EXPANSION PROJECT - [N06000148]SECL,MADHYA PRADESH",869.44,,869.44,254.73,72.0,1,0.0
COAL,"JHIRIA WEST OPENCAST PROJECT - [N06000166]SECL,CHHATTISGAR H",389.97,,366.94,25.38,36.0,1,-0.059055824807036514
COAL,"BATURA WEST OC PROJECT (0.80 MTY) - [N06000207]SECL,MADHYA PRADESH",496.28,,496.28,,12.0,1,0.0
COAL,"DURGAPUR OPENCAST PROJECT - [N06000136]SECL,CHHATTISGAR H",916.24,,916.24,50.68,84.0,1,0.0
COAL,"MADANNAGAR OPENCAST PROJECT - [N06000140]SECL,CHHATTISGAR H",1875.32,,1875.32,,72.0,1,0.0
COAL,"PELMA OCP(15.00MTY) - [N06000045]SECL,CHHATTISGAR H",1624.59,,1624.59,13.66,96.0,1,0.0
COAL,"NILJAI EXPANSION (DEEP) OC (3.5 MTY) - [N06000154]WCL,MULTI STATE",319.76,319.76,319.76,281.38,36.0,1,0.0
COAL,"DURGAPUR EXTENSION (DEEP) OC (3.0 MTY) - [N06000157]WCL,MULTI STATE",328.0,,328.0,321.43,48.0,1,0.0
COAL,"UKNI DEEP OC - [N06000179]WCL,MAHARASHTRA",318.14,,318.14,252.71,48.0,1,0.0
COAL,"BELLORA-NAIGAON DEEP OC - [N06000180]WCL,MAHARASHTRA",252.71,,252.71,122.64,48.0,1,0.0
COAL,"ADASA UG TO OC (1.50 MTY) - [N06000219]WCL,MAHARASHTRA",333.43,,333.43,222.75,12.0,1,0.0
COAL,"AMALGAMATED INDER- KAMPTEE DEEP OC (3.20 MTY) - [N06000226]WCL,MAHARASHTRA",313.34,,313.34,203.13,12.0,1,0.0
COAL,2,4.0,,5.0,6.0,9.0,1,0.25
MINES,2,4.0,,5.0,6.0,9.0,1,0.25
MINES,"CONSTRUCTION OF BASEMENTG FLOOR10 STORIES BUILDING FOR THE STATE OF THE ART, DG, GSI AT SECTOR-V, SA - [N10000015]CPWD,WEST BENGAL",255.37,,255.37,48.83,52.0,1,0.0
MINES,2,4.0,,5.0,6.0,9.0,1,0.25
MINES,"CONSTRUCTION OF RED MUD POND - II AT NALCO DAMANJODI ODISHA - [N10000017]NALCO,ODISHA",225.79,44.87,270.66,5.0,14.0,1,0.19872447849771926
MINES,"25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU - [N10000014]NALCO,TAMIL NADU",166.62,163.17,163.17,135.63,66.0,1,-0.020705797623334635
MINES,"SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PAN - [N10000013]NALCO,ODISHA",483.0,483.0,483.0,315.19,49.0,1,0.0
MINES,"POTTANGI BAUXITE MINES - [N10000016]NALCO,ODISHA",1437.0,1381.0,1381.0,639.16,5.0,1,-0.03897007654836465
MINES,"5TH STREAM ALUMINA REFINERY EXPANSION PROJECT - [N10000010]NALCO,ODISHA",4103.0,5677.4,5677.4,2999.82,53.0,1,0.38371922983183027
MINES,"CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE TRAIN OF HRDS AND DCWS IN STREAMS 1 AND - [N10000012]NALCO,ODISHA",355.0,581.0,581.0,108.93,58.0,1,0.6366197183098592
STEEL,"NMDC SLURRY PIPE LINE PROJECT - PHASE-1 - [N12000124]NMDC,CHHATTISGA RH",2907.0,,2907.0,1979.42,29.0,1,0.0
STEEL,"SCREENING PLANT-III AT KIRANDUL - [N12000127]NMDC,CHHATTISGA RH",2092.97,2718.84,2718.84,1090.01,17.0,1,0.2990343865416133
STEEL,2,4.0,,5.0,6.0,9.0,1,0.25
STEEL,"CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX - [N12000130]NMDC,CHHATTISGA RH",282.44,,282.44,78.11,14.0,1,0.0
STEEL,"REBUILDING OF COKE OVEN BATTERY-2 ALONGWITH AUGMENTATION OF COKE HANDLING AND GAS HANDLING FACILITY - [N12000122]SAIL,ODISHA",377.18,,377.18,369.62,15.0,1,0.0
STEEL,"NEW SINTER PLANT AT BOKARO STEEL PLANT - [N12000095]SAIL,JHARKHAND",1034.01,,1034.01,869.86,104.0,1,0.0
PETROLEUM,"CONSTRUCTION OF LUBE OIL BLENDING AND FILLING PLANT AT RASAYANI - [N16000452]BPCL,MAHARASHTR A",423.39,,423.39,181.25,6.0,1,0.0
PETROLEUM,"DEBOTTLENECKING AND AUGMENTATION OF CRYOGENIC FACILITIES AT URAN LPG IMPORT TERMINAL - [N16000442]BPCL,MAHARASHTR A",1164.69,,1164.69,578.24,10.0,1,0.0
PETROLEUM,"IRUGUR-DEVANGONTHI POL PIPELINE - [N16000234]BPCL,TAMIL NADU",678.0,1732.0,1732.0,532.01,104.0,1,1.5545722713864307
PETROLEUM,"MULTI-PRODUCT PIPELINE FROM KRISHNAPATNAM COASTAL INSTALLATION TO THE PROPOSED INSTALLATION AT HYDER - [N16000499]BPCL,ANDHRA PRADESH",1932.0,,1932.0,1437.19,7.0,1,0.0
PETROLEUM,"SRIKAKULAM ANGUL PIPELINE PROJECT - [N16000388]GAIL,MULTI STATE",2658.34,,2658.34,1888.5,26.0,1,0.0
PETROLEUM,2,4.0,,5.0,6.0,9.0,1,0.25
PETROLEUM,"MUMBAI NAGPUR JHARSUGUDA PIPELINE PROJECT - [N16000398]GAIL,MULTI STATE",7844.25,,7844.25,5486.1,17.0,1,0.0
PETROLEUM,"KOCHI-KOOTTANAD- BANGALORE-MANGALORE PIPELINE PHASE-II - [N16000285]GAIL,MULTI STATE",2915.0,5909.0,5909.0,3876.6,143.0,1,1.0271012006861064
PETROLEUM,"DURGAPUR-HALDIA PIPELINE PROJECT - [N16000275]GAIL,WEST BENGAL",1740.0,2433.15,2433.15,1885.8,51.0,1,0.3983620689655173
PETROLEUM,"DHAMRA HALDIA PIPELINE PROJECT - [N16000391]GAIL,MULTI STATE",1030.65,,1030.65,751.6,28.0,1,0.0
PETROLEUM,"60 KTA POLYPROPYLENE PROJECT - [N16000429]GAIL,UTTAR PRADESH",910.56,1299.02,1299.02,700.4,11.0,1,0.4266165875944474
PETROLEUM,"SETTING UP 500KTPA PROPANE DEHYDROGENATION INTEGRATED WITH POLYPROPYLENE UNIT ALONG WITH OFFSITE AND - [N16000430]GAIL,MAHARASHTRA",8797.0,11256.0,11256.0,4022.27,6.0,1,0.2795271115152893
PETROLEUM,"VISAKH REFINERY MODERNISATION PROJECT - [N16000235]HPCL,ANDHRA PRADESH",20928.0,26264.0,26264.0,25798.72,47.0,1,0.25496941896024466
PETROLEUM,"SECOND GENERATION ETHANOL BIOREFINERY PROJECT, BATHINDA, PUNJAB - [N16000402]HPCL,PUNJAB",1421.46,,1421.46,990.43,17.0,1,0.0
PETROLEUM,"CONSTRUCTION OF 80000MT LPG CAVERN AT MANGALORE - [N16000369]HPCL,KARNATAKA",854.0,854.0,854.0,560.46,21.0,1,0.0
PETROLEUM,"SWRO II WITH LLPH FACILITIES - [N16000378]HPCL,ANDHRA PRADESH",196.26,196.26,196.26,147.53,52.0,1,0.0
PETROLEUM,"BHATINDA SANGRUR PIPELINE - [N16000440]HPCL,PUNJAB",367.0,,367.0,255.29,9.0,1,0.0
Unknown,2,4.0,,5.0,6.0,,0,0.25
ATOMIC ENERGY,KUDANKULAM NUCLEAR POWER PROJECT 5 AND 6 - [N02000029,49621.0,,49621.0,15934.0,,0,0.0
CIVIL AVIATION,KADAPPA AIRPORT- CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUDING MA - [N04000106,265.91,,265.91,3.11,,0,0.0
CIVIL AVIATION,"DEVELOPMENT OF NEW GREENFIELD AIRPORT AT DHOLERA, AHMEDABAD (GUJARAT). PHASE-1. - [N04000099",1305.0,,1143.95,162.39,,0,-0.12340996168582372
CIVIL AVIATION,UDAIPUR AIRPORT- CONSTRUCTION OF NEW INTEGRATED PASSENGER TERMINAL BUILDING - [N04000104,887.0,,887.0,47.31,,0,0.0
CIVIL AVIATION,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE - [N04000107,861.37,,861.37,17.44,,0,0.0
CIVIL AVIATION,CONSTRUCTION OF NEW TERMINAL BUILDING AT JODHPUR AIRPORT - [N04000101,480.0,,480.0,76.6,,0,0.0
CIVIL AVIATION,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECOND LINK TAXI TRACK, APRON EXPANSION, - [N04000102",185.75,,232.52,28.26,,0,0.25179004037685065
